ocrr_dt,y_volt,x_volt,volt_rate,atmp_tmpr,road_tmpr,avg_road_stts_cd,trinspct_road_stts_cd,avg_road_ascat_symbl,trinspct_road_ascat_symbl,avg_rdsrfc_frct_nmvl,trinspct_rdsrfc_frct_nmvl,lens_stts_cd,surfc_grip,rltv_hmdt,scnd_atmp_tmpr,eqpm_tmpr,lat,lon
2024-02-06 06:47:04.329,364,488,0.745,0.55,-2.49,3,3,WT2,WT2,5,5,4,FAIR,90.67,0.32,5.29,33.960116845681725,127.63459683652216
2024-02-06 06:46:04.371,387,473,0.8190000000000001,0.55,-2.49,3,3,WT2,WT2,5,5,4,FAIR,91.31,0.31,5.28,36.333428259462565,125.08845961560574
2024-02-06 06:49:04.379,385,502,0.766,0.53,-2.51,3,3,WT2,WT2,5,5,4,FAIR,90.41,0.34,5.31,36.116897829799534,125.3604953457509
2024-02-06 06:52:52.714,448,487,0.92,0.8300000000000001,0.59,3,3,WT2,WT2,5,5,4,FAIR,88.13,0.59,9.48,36.01234585228633,125.780524988187
2024-02-06 07:03:53.238,451,491,0.918,0.77,0.55,3,3,WT2,WT2,5,5,4,FAIR,87.72,0.5,9.47,35.4489293399412,125.27379965594814
2024-02-06 06:57:52.988,453,488,0.928,0.87,0.59,3,3,WT2,WT2,5,5,4,FAIR,87.8,0.55,9.49,35.64328301994638,127.00431619402463
2024-02-06 07:06:03.731,402,476,0.844,0.5700000000000001,-2.47,3,3,WT2,WT2,5,5,4,FAIR,91.19,0.43,5.26,34.67221263559052,126.68439272569437
2024-02-06 07:01:03.598,492,460,1.069,0.61,-2.55,3,3,WT2,WT2,5,5,4,FAIR,90.56,0.37,5.23,35.59656346321152,128.18677078934198
2024-02-06 06:51:52.669,610,626,0.975,0.91,0.5700000000000001,3,3,WT2,WT2,5,5,4,FAIR,88.13,0.6000000000000001,9.49,33.987779528392394,127.67832553966701
2024-02-06 07:07:03.729,442,523,0.846,0.55,-2.55,3,3,WT2,WT2,5,5,4,FAIR,91.27,0.4,5.28,37.02587198680188,127.9798537969393
2024-02-06 07:05:03.859,441,464,0.9500000000000001,0.63,-2.45,3,3,WT2,WT2,5,5,4,FAIR,90.92,0.44,5.26,33.928884773493536,127.35988601468827
2024-02-06 07:13:53.018,451,493,0.913,0.8300000000000001,0.63,3,3,WT2,WT2,5,5,4,FAIR,86.94,0.49,9.45,33.42483144944733,126.38868574277129
2024-02-06 07:08:52.708,454,492,0.923,0.79,0.65,3,3,WT2,WT2,5,5,4,FAIR,87.17,0.45,9.45,35.18123013178579,129.7641265747324
2024-02-06 07:11:03.819,405,529,0.767,0.43,-2.47,3,3,WT2,WT2,5,5,4,FAIR,91.47,0.33,5.26,36.29153719753031,125.4320457988007
2024-02-06 06:56:52.928,452,490,0.923,0.87,0.65,3,3,WT2,WT2,5,5,4,FAIR,87.82,0.54,9.49,35.188584124667706,129.69445499732655
2024-02-06 07:11:52.839,451,492,0.916,0.81,0.65,3,3,WT2,WT2,5,5,4,FAIR,87.15,0.48,9.45,34.38377065975654,126.55619023432368
2024-02-06 07:10:03.789,484,519,0.932,0.51,-2.45,3,3,WT2,WT2,5,5,4,FAIR,91.53,0.36,5.29,35.790855919452206,127.56330722683649
2024-02-06 07:06:52.657,452,492,0.918,0.81,0.59,3,3,WT2,WT2,5,5,4,FAIR,87.67,0.5,9.46,34.735011677061,125.54421161413774
2024-02-06 07:12:03.817,458,495,0.926,0.43,-2.55,3,3,WT2,WT2,5,5,4,FAIR,91.5,0.30000000000000004,5.29,37.66433845063317,125.35465534185505
2024-02-06 06:58:53.018,452,490,0.923,0.87,0.77,3,3,WT2,WT2,5,5,4,FAIR,87.59,0.54,9.49,37.61322569801786,127.14772724359301
2024-02-06 07:20:53.409,457,495,0.923,0.91,0.67,3,3,WT2,WT2,5,5,4,FAIR,86.63,0.55,9.47,35.51185909986048,128.70848688189838
2024-02-06 07:16:04.058,397,493,0.804,0.33,-2.55,3,3,WT2,WT2,5,5,4,FAIR,91.66,0.18,5.2,34.63941997009129,126.34682388774274
2024-02-06 07:19:53.308,516,567,0.912,0.91,1.25,3,3,WT2,WT2,5,5,4,FAIR,86.76,0.5700000000000001,9.47,36.6856620697832,127.8117394446766
2024-02-06 07:17:04.061,477,526,0.907,0.25,-2.5700000000000003,3,3,WT2,WT2,5,5,4,FAIR,91.6,0.15,5.23,33.18356471741534,126.3932517026141
2024-02-06 07:15:53.128,525,548,0.9580000000000001,0.81,-0.19,3,3,WT2,WT2,5,5,4,FAIR,86.78,0.48,9.46,35.373845030218256,126.94306530446521
2024-02-06 07:20:04.239,452,520,0.869,0.29,-2.5700000000000003,3,3,WT2,WT2,5,5,4,FAIR,91.77,0.22,5.28,34.681616971351666,129.53223159236913
2024-02-06 07:33:53.030,454,495,0.919,1.01,0.71,3,3,WT2,WT2,5,5,4,FAIR,86.62,0.74,9.51,37.602679425512775,129.2791981274746
2024-02-06 07:30:52.808,454,495,0.919,0.99,0.63,3,3,WT2,WT2,5,5,4,FAIR,86.62,0.6900000000000001,9.49,33.06001513636341,127.58008771708815
2024-02-06 07:35:53.218,453,493,0.918,0.99,0.77,3,3,WT2,WT2,5,5,4,FAIR,86.46,0.71,9.52,35.764074378591744,126.19052813736039
2024-02-06 07:31:03.808,425,479,0.888,0.43,-2.55,3,3,WT2,WT2,5,5,4,FAIR,91.33,0.30000000000000004,5.15,36.70331790533313,125.96591956366511
2024-02-06 07:27:03.698,469,477,0.982,0.35000000000000003,-2.41,3,3,WT2,WT2,5,5,4,FAIR,91.28,0.22,5.24,35.42508993762021,129.77043676517857
2024-02-06 07:25:52.699,454,496,0.916,0.85,0.65,3,3,WT2,WT2,5,5,4,FAIR,86.44,0.6000000000000001,9.48,33.42701515081361,126.01358298255344
2024-02-06 07:40:04.137,447,516,0.865,0.49,-2.5300000000000002,3,3,WT2,WT2,5,5,4,FAIR,91.42,0.36,5.19,37.86230695013951,129.0408415545627
2024-02-06 07:34:03.941,452,476,0.9490000000000001,0.51,-2.5300000000000002,3,3,WT2,WT2,5,5,4,FAIR,91.42,0.37,5.24,35.59005215688049,126.8448510476777
2024-02-06 07:44:04.215,485,535,0.906,0.47000000000000003,-2.51,3,3,WT2,WT2,5,5,4,FAIR,91.16,0.36,5.23,36.07093122159506,129.92829923779118
2024-02-06 07:44:52.660,451,492,0.916,1.01,0.65,3,3,WT2,WT2,5,5,4,FAIR,86.77,0.73,9.55,34.18304891353753,126.84077870181395
2024-02-06 07:45:04.980,438,524,0.837,0.49,-2.51,3,3,WT2,WT2,5,5,4,FAIR,91.08,0.35000000000000003,5.31,35.41749042553402,126.75758312455363
2024-02-06 07:40:52.547,448,488,0.918,0.81,0.65,3,3,WT2,WT2,5,5,4,FAIR,86.54,0.61,9.53,35.14574745979161,128.18731814438812
2024-02-06 07:39:04.094,470,501,0.9390000000000001,0.53,-2.45,3,3,WT2,WT2,5,5,4,FAIR,91.42,0.36,5.21,33.374479210009916,129.8075840331341
2024-02-06 07:46:04.253,438,524,0.837,0.51,-2.39,3,3,WT2,WT2,5,5,4,FAIR,91.31,0.39,5.32,33.53080176773734,129.88104802898215
2024-02-06 07:47:52.768,452,493,0.916,0.9500000000000001,0.67,3,3,WT2,WT2,5,5,4,FAIR,86.57,0.73,9.57,37.18736259809387,128.53603073233492
2024-02-06 07:51:04.330,393,508,0.774,0.41000000000000003,-2.47,3,3,WT2,WT2,5,5,4,FAIR,91.47,0.35000000000000003,5.3,34.199099761032954,128.77303182818176
2024-02-06 07:45:52.758,1979,2129,0.929,0.97,1.63,3,1,WT2,DRY,5,2,0,FAIR,86.67,0.73,9.55,33.97479135749315,127.81701087986514
2024-02-06 07:46:52.718,454,496,0.916,0.97,0.6900000000000001,3,3,WT2,WT2,5,5,4,FAIR,86.59,0.73,9.56,35.524557256250695,128.77887869566166
2024-02-06 07:55:04.269,422,523,0.808,0.49,-2.51,3,3,WT2,WT2,5,5,4,FAIR,91.02,0.36,5.37,36.84373565681256,129.2988982748525
2024-02-06 08:00:03.707,425,453,0.9380000000000001,0.63,-2.33,3,3,WT2,WT2,5,5,4,FAIR,91.15,0.44,5.31,33.30973259289494,127.43047651597512
2024-02-06 07:59:53.280,452,492,0.918,1.09,0.79,3,3,WT2,WT2,5,5,4,FAIR,86.64,0.8300000000000001,9.71,35.88403959819128,128.09931131415053
2024-02-06 08:05:52.728,453,496,0.914,1.13,0.91,3,3,WT2,WT2,5,5,4,FAIR,86.51,0.86,9.8,33.596052214202864,127.68658347616524
2024-02-06 07:57:03.589,383,495,0.775,0.53,-2.41,3,3,WT2,WT2,5,5,4,FAIR,91.16,0.39,5.33,33.182305254128096,127.81235306764339
2024-02-06 07:59:03.530,463,536,0.863,0.55,-2.37,3,3,WT2,WT2,5,5,4,FAIR,91.13,0.42,5.32,33.263719760811085,129.4502395493697
2024-02-06 08:15:04.270,414,595,0.6960000000000001,0.59,-2.29,3,3,WT2,WT2,5,5,4,FAIR,91.69,0.47000000000000003,5.5,37.170820541042204,126.77808415102785
2024-02-06 08:07:03.569,458,540,0.848,0.65,-2.37,3,3,WT2,WT2,5,5,4,FAIR,90.95,0.51,5.44,33.58986241814031,126.04092012800312
2024-02-06 08:10:04.390,477,516,0.924,0.63,-2.29,3,3,WT2,WT2,5,5,4,FAIR,91.26,0.47000000000000003,5.45,33.22575682206146,127.28140055136815
2024-02-06 07:56:53.089,453,496,0.914,1.09,0.71,3,3,WT2,WT2,5,5,4,FAIR,86.71,0.8200000000000001,9.67,35.18949943571456,126.04042595240632
2024-02-06 08:12:52.937,452,495,0.914,1.13,0.89,3,3,WT2,WT2,5,5,4,FAIR,86.25,0.8300000000000001,9.84,37.219967359710125,127.49200212831009
2024-02-06 08:09:04.438,449,584,0.77,0.59,-2.33,3,3,WT2,WT2,5,5,4,FAIR,91.12,0.48,5.43,34.31204188244651,129.5175405267853
2024-02-06 08:10:52.837,451,495,0.911,1.13,0.93,3,3,WT2,WT2,5,5,4,FAIR,86.19,0.8200000000000001,9.83,35.108563087629584,128.0871676024124
2024-02-06 08:13:52.988,452,495,0.914,1.13,0.85,3,3,WT2,WT2,5,5,4,FAIR,86.19,0.8200000000000001,9.86,33.19961266281876,129.2771642665154
2024-02-06 08:22:53.359,452,495,0.914,1.23,1.01,3,3,WT2,WT2,5,5,4,FAIR,86.08,0.9500000000000001,9.92,35.24539257067438,125.83095459807755
2024-02-06 08:21:53.298,452,497,0.909,1.25,0.91,3,3,WT2,WT2,5,5,4,FAIR,86.16,0.96,9.9,35.88806540318567,129.50436796268588
2024-02-06 08:21:03.549,468,541,0.865,0.49,-2.35,3,3,WT2,WT2,5,5,4,FAIR,92.36,0.4,5.45,35.85453526876073,128.00893582203557
2024-02-06 08:17:03.549,474,491,0.965,0.51,-2.33,3,3,WT2,WT2,5,5,4,FAIR,92.09,0.45,5.48,34.66213346087183,125.1587989437024
2024-02-06 08:20:53.248,451,498,0.904,1.25,0.85,3,3,WT2,WT2,5,5,4,FAIR,86.19,0.9400000000000001,9.89,34.577665903315676,128.1655947764252
2024-02-06 08:40:04.279,455,514,0.886,0.79,-1.97,3,3,WT2,WT2,5,5,4,FAIR,91.19,0.65,5.72,33.53311809468299,129.7569847813046
2024-02-06 08:26:03.710,540,501,1.078,0.51,-2.15,3,3,WT2,WT2,5,5,4,FAIR,92.33,0.38,5.5,34.83399160323134,125.39583500237681
2024-02-06 08:32:03.761,473,543,0.87,0.61,-2.19,3,3,WT2,WT2,5,5,4,FAIR,91.89,0.51,5.52,33.49747334436482,127.91228065234786
2024-02-06 08:33:52.778,453,498,0.909,1.25,0.97,3,3,WT2,WT2,5,5,4,FAIR,85.43,0.9400000000000001,9.98,36.83297972356026,129.5773930143486
2024-02-06 08:33:03.799,430,502,0.856,0.65,-2.09,3,3,WT2,WT2,5,5,4,FAIR,91.81,0.52,5.53,37.83137148874093,125.04847584167187
2024-02-06 08:36:52.988,451,495,0.911,1.27,0.9500000000000001,3,3,WT2,WT2,5,5,4,FAIR,85.35,0.97,10.01,37.850372283333535,128.1545646323291
2024-02-06 08:27:52.622,452,496,0.911,1.23,0.93,3,3,WT2,WT2,5,5,4,FAIR,85.67,0.91,9.94,37.325355496876966,127.37451145915482
2024-02-06 08:44:53.256,452,497,0.909,1.13,1.01,3,3,WT2,WT2,5,5,4,FAIR,85.41,0.9500000000000001,10.01,36.0039607466981,126.73494659324305
2024-02-06 08:38:52.999,452,495,0.914,1.25,1.09,3,3,WT2,WT2,5,5,4,FAIR,85.51,0.9400000000000001,10.02,36.5043284862194,128.13768244972687
2024-02-06 08:39:04.323,405,537,0.755,0.73,-2.03,3,3,WT2,WT2,5,5,4,FAIR,91.22,0.62,5.78,34.42602901340207,125.26351047293709
2024-02-06 08:39:53.098,453,497,0.912,1.27,1.01,3,3,WT2,WT2,5,5,4,FAIR,85.61,0.9500000000000001,10.03,36.153852100863105,128.765315231437
2024-02-06 08:31:03.791,3396,2805,1.211,0.55,-1.8900000000000001,3,1,WT2,DRY,5,8,0,FAIR,92.06,0.49,5.58,35.27824774719939,125.02239738459853
2024-02-06 08:34:03.767,436,575,0.758,0.75,-1.97,3,3,WT2,WT2,5,5,4,FAIR,91.83,0.58,5.55,35.41008669888466,126.53467871896176
2024-02-06 08:32:52.767,452,496,0.911,1.25,1.01,3,3,WT2,WT2,5,5,4,FAIR,85.44,0.93,9.97,36.788882801875786,127.51979318842339
2024-02-06 08:35:04.589,380,496,0.766,0.71,-2.11,3,3,WT2,WT2,5,5,4,FAIR,91.72,0.6000000000000001,5.62,34.40959177798626,126.88511125283276
2024-02-06 08:45:53.298,449,496,0.906,1.13,0.9500000000000001,3,3,WT2,WT2,5,5,4,FAIR,85.47,0.92,10.01,34.5901980584726,126.53737967602791
2024-02-06 08:49:03.589,512,584,0.877,0.63,-1.99,3,3,WT2,WT2,5,5,4,FAIR,92.43,0.52,5.8100000000000005,37.623208955643186,129.1541757273405
2024-02-06 08:48:52.518,405,454,0.892,1.25,1.07,3,3,WT2,WT2,5,5,4,FAIR,85.54,0.9500000000000001,10.0,33.28112147425486,129.67416287135956
2024-02-06 08:51:04.231,420,503,0.835,0.63,-1.9100000000000001,3,3,WT2,WT2,5,5,4,FAIR,91.03,0.51,5.8,35.4281714920667,129.36856342452944
2024-02-06 08:51:52.687,449,496,0.906,1.23,1.11,3,3,WT2,WT2,5,5,4,FAIR,85.28,0.97,10.01,37.56400400203931,127.61215656525
2024-02-06 08:55:52.848,449,496,0.906,1.45,1.31,3,3,WT2,WT2,5,5,4,FAIR,85.81,1.16,10.06,36.05181503909078,129.42082087596742
2024-02-06 08:56:52.918,451,497,0.907,1.49,1.21,3,3,WT2,WT2,5,5,4,FAIR,85.76,1.19,10.08,35.73203537106066,129.6043078259077
2024-02-06 08:57:52.978,451,496,0.909,1.47,1.25,3,3,WT2,WT2,5,5,4,FAIR,85.65,1.2,10.09,34.24872089614678,127.04619198523731
2024-02-06 08:50:52.628,568,587,0.967,1.17,1.69,3,3,WT2,WT2,5,5,4,FAIR,85.17,0.93,10.01,34.716377445322244,126.41722929752723
2024-02-06 09:01:03.579,429,596,0.719,0.75,-1.9100000000000001,3,3,WT2,WT2,5,5,4,FAIR,91.25,0.66,5.88,37.26024207902346,125.4913260290666
2024-02-06 08:59:03.919,504,502,1.005,0.77,-1.79,3,3,WT2,WT2,5,5,4,FAIR,91.02,0.66,5.83,35.79609065884229,127.39545960524615
2024-02-06 09:04:04.057,414,529,0.783,0.71,-1.65,3,3,WT2,WT2,5,5,4,FAIR,91.6,0.64,5.85,35.5737109687839,129.7314846021922
2024-02-06 09:14:03.519,486,536,0.907,0.77,-1.57,3,3,WT2,WT2,5,5,4,FAIR,89.99,0.6900000000000001,5.92,33.49789856770015,127.80453764035185
2024-02-06 09:10:04.079,419,514,0.8150000000000001,0.8300000000000001,-1.65,3,3,WT2,WT2,5,5,4,FAIR,90.59,0.74,5.86,33.08014078227561,128.33781050893086
2024-02-06 09:06:52.578,453,498,0.909,1.3900000000000001,1.31,3,3,WT2,WT2,5,5,4,FAIR,84.19,1.05,10.2,37.818425943435244,125.56441909245923
2024-02-06 09:12:52.880,453,499,0.907,1.37,1.4100000000000001,3,3,WT2,WT2,5,5,4,FAIR,84.46,1.12,10.21,34.88493083643421,125.71759832071128
2024-02-06 09:00:03.742,425,542,0.784,0.79,-1.73,3,3,WT2,WT2,5,5,4,FAIR,91.22,0.6900000000000001,5.87,36.016065310497524,127.32236630979837
2024-02-06 09:10:52.738,453,498,0.909,1.33,1.35,3,3,WT2,WT2,5,5,4,FAIR,84.16,1.07,10.2,33.39857536593642,129.75632399491863
2024-02-06 09:07:52.589,453,496,0.914,1.29,1.27,3,3,WT2,WT2,5,5,4,FAIR,83.85,0.98,10.2,36.41557142861523,126.80392320795764
2024-02-06 09:14:52.998,453,499,0.907,1.33,1.51,3,3,WT2,WT2,5,5,4,FAIR,83.91,1.11,10.23,37.66283354352981,129.38742020658768
2024-02-06 09:16:04.129,480,542,0.885,0.8300000000000001,-1.51,3,3,WT2,WT2,5,5,4,FAIR,90.05,0.76,6.0,35.878326264987095,125.60144296712856
2024-02-06 09:23:04.069,477,501,0.9540000000000001,0.99,-1.3900000000000001,3,3,WT2,WT2,5,5,4,FAIR,90.04,0.86,6.13,33.63057661187705,128.08508603466856
2024-02-06 09:20:53.240,453,498,0.909,1.3900000000000001,1.55,3,3,WT2,WT2,5,5,4,FAIR,83.38,1.08,10.34,35.90860763736738,128.0030648845526
2024-02-06 09:30:52.830,453,499,0.907,1.45,1.65,3,3,WT2,WT2,5,5,4,FAIR,83.63,1.24,10.43,36.83173606552326,129.29937375035135
2024-02-06 09:35:04.110,490,546,0.897,1.11,-1.27,3,3,WT2,WT2,5,5,4,FAIR,89.76,1.01,6.44,35.03208268287009,125.0165835220245
2024-02-06 09:32:03.537,548,465,1.178,1.11,-1.31,3,3,WT2,WT2,5,8,4,FAIR,89.73,0.99,6.35,37.39918873970734,125.94965833598786
2024-02-06 09:28:52.768,455,499,0.912,1.3900000000000001,1.5899999999999999,3,3,WT2,WT2,5,5,4,FAIR,83.45,1.2,10.4,36.24341476678682,126.0984381271474
2024-02-06 09:19:53.189,457,499,0.914,1.37,1.53,3,3,WT2,WT2,5,5,4,FAIR,83.47,1.11,10.32,37.496244591446015,129.74983044045368
2024-02-06 09:21:53.318,455,501,0.91,1.33,1.51,3,3,WT2,WT2,5,5,4,FAIR,83.43,1.08,10.34,36.11752655623668,125.76846828134947
2024-02-06 09:18:03.818,455,476,0.9560000000000001,0.91,-1.47,3,3,WT2,WT2,5,5,4,FAIR,90.58,0.79,6.0,33.65643986002412,125.1848117511028
2024-02-06 09:20:03.599,433,512,0.847,1.01,-1.31,3,3,WT2,WT2,5,5,4,FAIR,89.95,0.8200000000000001,6.1,34.54845855552595,127.67230747370904
2024-02-06 09:27:52.736,457,502,0.91,1.4100000000000001,1.55,3,3,WT2,WT2,5,5,4,FAIR,84.07,1.22,10.39,34.008974741262286,127.64279231216841
2024-02-06 09:25:52.638,455,498,0.914,1.47,1.63,3,3,WT2,WT2,5,5,4,FAIR,84.12,1.2,10.37,37.54413248858431,129.22023482683932
2024-02-06 09:26:52.668,453,498,0.909,1.53,1.65,3,3,WT2,WT2,5,5,4,FAIR,84.17,1.24,10.38,36.802000336437416,129.74429825088902
2024-02-06 09:43:52.733,454,497,0.914,1.65,1.81,3,3,WT2,WT2,5,5,4,FAIR,83.54,1.3900000000000001,10.64,36.38199184455003,127.69272721070065
2024-02-06 09:44:52.797,455,498,0.914,1.69,1.83,3,3,WT2,WT2,5,5,4,FAIR,83.46,1.4100000000000001,10.66,34.504831598158106,129.64997091209827
2024-02-06 09:37:53.248,454,499,0.91,1.65,1.69,3,3,WT2,WT2,5,5,4,FAIR,83.54,1.35,10.58,33.92022386025107,128.62579575649914
2024-02-06 09:37:04.106,523,502,1.041,1.21,-1.27,3,3,WT2,WT2,5,5,4,FAIR,89.83,1.07,6.4,36.78225543994456,126.32279563997793
2024-02-06 09:45:04.299,447,496,0.901,1.33,-1.09,3,3,WT2,WT2,5,5,4,FAIR,89.06,1.19,6.59,35.3707897293954,129.64210355471963
2024-02-06 09:39:52.478,452,497,0.909,1.67,1.69,3,3,WT2,WT2,5,5,4,FAIR,83.36,1.35,10.6,34.12894776075314,128.33721588090938
2024-02-06 09:47:04.199,413,562,0.735,1.47,-0.99,3,3,WT2,WT2,5,5,4,FAIR,89.31,1.31,6.6,36.08310989082638,127.07047966371317
2024-02-06 09:45:52.898,454,497,0.914,1.69,1.8900000000000001,3,3,WT2,WT2,5,5,4,FAIR,83.36,1.42,10.68,33.20166926069226,128.40121042258465
2024-02-06 09:46:52.917,455,499,0.912,1.65,1.75,3,3,WT2,WT2,5,5,4,FAIR,83.39,1.42,10.7,34.630851270641266,127.00656413871876
2024-02-06 09:50:53.234,453,496,0.914,1.71,1.79,3,3,WT2,WT2,5,5,4,FAIR,83.39,1.43,10.78,35.34278497295567,125.5709188399398
2024-02-06 09:46:04.315,411,464,0.887,1.35,-1.07,3,3,WT2,WT2,5,5,4,FAIR,89.03,1.21,6.65,33.73979167054703,128.5948937358845
2024-02-06 09:53:04.161,526,563,0.935,1.47,-0.97,3,3,WT2,WT2,5,5,4,FAIR,89.79,1.32,6.71,37.9232723879542,129.12043806085373
2024-02-06 10:00:03.950,402,512,0.785,1.3900000000000001,-0.9500000000000001,3,3,WT2,WT2,5,5,4,FAIR,89.83,1.31,6.65,34.04548682294807,128.64403099509693
2024-02-06 09:58:52.692,455,498,0.914,1.6099999999999999,1.9300000000000002,3,3,WT2,WT2,5,5,4,FAIR,83.74,1.35,10.92,33.651765650216326,126.14557333878338
2024-02-06 10:02:52.835,457,497,0.919,1.47,1.77,3,3,WT2,WT2,5,5,4,FAIR,83.29,1.17,10.89,34.01767436943448,129.78317506738807
2024-02-06 10:00:52.763,457,498,0.917,1.49,1.85,3,3,WT2,WT2,5,5,4,FAIR,83.34,1.22,10.91,36.84530566579862,125.12627280845578
2024-02-06 10:08:03.539,414,530,0.781,1.4100000000000001,-0.87,3,3,WT2,WT2,5,5,4,FAIR,90.58,1.28,6.86,35.127528296359216,126.66342648687821
2024-02-06 10:06:03.901,474,563,0.842,1.33,-0.9500000000000001,3,3,WT2,WT2,5,5,4,FAIR,90.04,1.24,6.83,35.82707969876269,126.30046217267447
2024-02-06 10:01:52.764,458,498,0.919,1.53,1.87,3,3,WT2,WT2,5,5,4,FAIR,83.91,1.25,10.89,33.105045784931804,125.24063113807425
2024-02-06 10:02:03.630,451,537,0.839,1.33,-0.97,3,3,WT2,WT2,5,5,4,FAIR,89.75,1.27,6.7,33.172156542866574,127.02864846494334
2024-02-06 10:11:52.787,457,498,0.917,1.55,2.11,3,3,WT2,WT2,5,5,4,FAIR,83.65,1.27,10.87,35.22912774913508,128.11557420081388
2024-02-06 10:12:03.838,419,546,0.767,1.51,-0.71,3,3,WT2,WT2,5,5,4,FAIR,89.86,1.35,6.9,37.083276216008116,129.4127643174255
2024-02-06 10:14:03.559,485,596,0.8140000000000001,1.55,-0.59,3,3,WT2,WT2,5,5,4,FAIR,89.19,1.4100000000000001,7.05,37.42619439353783,129.94844858095735
2024-02-06 10:13:52.596,458,501,0.915,1.53,2.01,3,3,WT2,WT2,5,5,4,FAIR,83.5,1.24,10.91,33.4335328379782,129.040447932022
2024-02-06 10:09:04.301,391,481,0.812,1.4100000000000001,-0.71,3,3,WT2,WT2,5,5,4,FAIR,90.54,1.29,6.9,35.691815510505116,127.34340259356412
2024-02-06 10:14:52.441,457,499,0.914,1.49,2.07,3,3,WT2,WT2,5,5,4,FAIR,83.5,1.26,10.91,37.56614843139635,128.61852212983516
2024-02-06 10:20:52.716,458,498,0.919,1.67,2.17,3,3,WT2,WT2,5,5,4,FAIR,83.1,1.37,10.99,34.93986377198943,129.2181189429482
2024-02-06 10:20:03.578,418,526,0.794,1.4100000000000001,-0.55,3,3,WT2,WT2,5,5,4,FAIR,88.93,1.32,7.2,37.14782915714184,127.3265359820934
2024-02-06 10:19:52.839,455,498,0.914,1.67,2.19,3,3,WT2,WT2,5,5,4,FAIR,83.54,1.37,10.97,33.66847827199718,128.9252721701275
2024-02-06 10:35:52.527,462,502,0.92,1.9500000000000002,2.51,3,3,WT2,WT2,5,5,4,FAIR,82.68,1.72,11.37,37.676972448338994,127.41326209156438
2024-02-06 10:31:03.729,531,570,0.931,1.77,-0.17,3,3,WT2,WT2,5,5,4,FAIR,88.28,1.69,7.48,36.75711658765651,126.93247995438361
2024-02-06 10:25:53.007,457,501,0.912,1.77,2.37,3,3,WT2,WT2,5,5,4,FAIR,83.06,1.51,11.06,37.70667196393451,127.6304541889188
2024-02-06 10:24:03.907,475,526,0.903,1.53,-0.39,3,3,WT2,WT2,5,5,4,FAIR,88.8,1.4100000000000001,7.28,36.383086167762535,128.37927368813573
2024-02-06 10:43:53.216,462,503,0.917,1.97,2.59,3,3,WT2,WT2,5,5,4,FAIR,82.92,1.69,11.59,34.817019659997136,128.63441028159298
2024-02-06 10:37:03.759,448,579,0.774,2.11,-0.17,3,3,WT2,WT2,5,5,4,FAIR,87.6,1.9500000000000002,7.71,37.69090586262361,126.78368134446053
2024-02-06 10:40:52.806,459,503,0.913,2.01,2.61,3,3,WT2,WT2,5,5,4,FAIR,83.18,1.69,11.52,34.37783388154589,127.85660125778017
2024-02-06 10:23:04.079,459,597,0.769,1.51,-0.49,3,3,WT2,WT2,5,5,4,FAIR,88.8,1.37,7.25,34.66086261030866,129.54935437040223
2024-02-06 10:31:53.126,459,499,0.919,1.8900000000000001,2.45,3,3,WT2,WT2,5,5,4,FAIR,82.76,1.6400000000000001,11.25,36.5040420900087,129.8815645005532
2024-02-06 10:30:53.197,465,510,0.911,1.87,2.43,3,3,WT2,WT2,5,5,4,FAIR,82.7,1.6,11.22,36.82658149762693,126.13624045591978
2024-02-06 10:29:04.039,407,575,0.707,1.81,-0.23,3,3,WT2,WT2,5,5,4,FAIR,88.8,1.67,7.37,37.64701741924577,125.9641558285667
2024-02-06 10:21:52.594,454,497,0.914,1.71,2.11,3,3,WT2,WT2,5,5,4,FAIR,83.33,1.43,10.99,34.02401204528105,128.38342816714325
2024-02-06 10:32:52.895,2278,2056,1.108,1.9100000000000001,5.89,3,1,WT2,DRY,5,2,0,FAIR,82.76,1.6800000000000002,11.28,36.98999017609612,127.07341942911722
2024-02-06 10:40:04.329,431,567,0.761,1.8900000000000001,-0.07,3,3,WT2,WT2,5,5,4,FAIR,86.86,1.83,7.85,36.69273026698482,125.12111169209068
2024-02-06 10:26:52.834,458,499,0.917,1.81,2.55,3,3,WT2,WT2,5,5,4,FAIR,83.09,1.55,11.1,33.31897278126799,126.73430935323643
2024-02-06 10:43:03.859,470,568,0.8280000000000001,2.03,-0.13,3,3,WT2,WT2,5,5,4,FAIR,87.15,1.92,7.85,34.936115706051034,129.03372371736126
2024-02-06 10:50:03.720,509,579,0.88,2.15,-0.11,3,3,WT2,WT2,5,5,4,FAIR,86.57,2.09,8.08,34.41382728530049,128.9871346519159
2024-02-06 10:46:52.906,460,503,0.915,1.9100000000000001,2.63,3,3,WT2,WT2,5,5,4,FAIR,83.34,1.6400000000000001,11.64,34.52245212177015,127.4734257440829
2024-02-06 10:46:04.282,442,525,0.842,2.09,-0.17,3,3,WT2,WT2,5,5,4,FAIR,87.15,1.99,7.98,37.9147343977735,127.36288967443768
2024-02-06 10:55:05.030,475,516,0.92,2.15,0.13,3,3,WT2,WT2,5,5,4,FAIR,86.88,2.09,8.16,36.21388706739964,127.89753721217188
2024-02-06 10:51:03.597,476,581,0.8190000000000001,2.21,-0.05,3,3,WT2,WT2,5,5,4,FAIR,86.49,2.12,8.0,36.5883807889675,126.09698355281787
